order,name,internal_var,namelist,group,group_cn,dtype,default,size,description,usage,condition,source,line,source_use_count,source_use_files,source_usage_summary,source_use_examples
372,mpol_rekc,mpol_rekc,&inputnl,Resistive Wall,电阻壁/真空/导体区,integer,0,1,Poloidal mode number of REKC,,,unstructured/input.f90,879,6,unstructured/resistive_wall.f90(6),源码引用 6 处；主要在 `resistive_wall.f90` 6处。,"unstructured/resistive_wall.f90:107: f = cos(f - mpol_rekc*(theta-theta_rekc))
unstructured/resistive_wall.f90:111: f1 = cos(f - mpol_rekc*(theta-theta_rekc))
unstructured/resistive_wall.f90:113: f2 = cos(f + mpol_rekc*(theta-theta_rekc))
unstructured/resistive_wall.f90:171: f = cos(f - mpol_rekc*(theta-theta_rekc))
unstructured/resistive_wall.f90:175: f1 = cos(f - mpol_rekc*(theta-theta_rekc))
unstructured/resistive_wall.f90:177: f2 = cos(f + mpol_rekc*(theta-theta_rekc))"
373,isym_rekc,isym_rekc,&inputnl,Resistive Wall,电阻壁/真空/导体区,integer,0,1,"if nonzero, a double helix",,,unstructured/input.f90,881,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:106: if(isym_rekc .eq. 0) then
unstructured/resistive_wall.f90:170: if(isym_rekc .eq. 0) then"
374,phi_rekc,phi_rekc,&inputnl,Resistive Wall,电阻壁/真空/导体区,real,0.,1,Toroidal angle of fixed point of REKC,,,unstructured/input.f90,883,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:104: f = ntor_rekc*(phi-phi_rekc)*twopi/toroidal_period
unstructured/resistive_wall.f90:168: f = ntor_rekc*(phi-phi_rekc)*twopi/toroidal_period"
375,theta_rekc,theta_rekc,&inputnl,Resistive Wall,电阻壁/真空/导体区,real,0.,1,Poloidal angle of fixed point of REKC,,,unstructured/input.f90,885,6,unstructured/resistive_wall.f90(6),源码引用 6 处；主要在 `resistive_wall.f90` 6处。,"unstructured/resistive_wall.f90:107: f = cos(f - mpol_rekc*(theta-theta_rekc))
unstructured/resistive_wall.f90:111: f1 = cos(f - mpol_rekc*(theta-theta_rekc))
unstructured/resistive_wall.f90:113: f2 = cos(f + mpol_rekc*(theta-theta_rekc))
unstructured/resistive_wall.f90:171: f = cos(f - mpol_rekc*(theta-theta_rekc))
unstructured/resistive_wall.f90:175: f1 = cos(f - mpol_rekc*(theta-theta_rekc))
unstructured/resistive_wall.f90:177: f2 = cos(f + mpol_rekc*(theta-theta_rekc))"
376,sigma_rekc,sigma_rekc,&inputnl,Resistive Wall,电阻壁/真空/导体区,real,0.,1,Angular half-width of REKC,,,unstructured/input.f90,887,6,unstructured/resistive_wall.f90(6),源码引用 6 处；主要在 `resistive_wall.f90` 6处。,"unstructured/resistive_wall.f90:108: f = exp((f-1.)/sigma_rekc**2)
unstructured/resistive_wall.f90:112: f1 = exp((f1-1.)/sigma_rekc**2)
unstructured/resistive_wall.f90:114: f2 = exp((f2-1.)/sigma_rekc**2)
unstructured/resistive_wall.f90:172: f = exp((f-1.)/sigma_rekc**2)
unstructured/resistive_wall.f90:176: f1 = exp((f1-1.)/sigma_rekc**2)
unstructured/resistive_wall.f90:178: f2 = exp((f2-1.)/sigma_rekc**2)"
377,rzero_rekc,rzero_rekc,&inputnl,Resistive Wall,电阻壁/真空/导体区,real,0.,1,R0 for computing theta of REKC,,,unstructured/input.f90,889,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:101: theta = atan2(z-zzero_rekc, x-rzero_rekc)
unstructured/resistive_wall.f90:165: theta = atan2(z-zzero_rekc, x-rzero_rekc)"
378,zzero_rekc,zzero_rekc,&inputnl,Resistive Wall,电阻壁/真空/导体区,real,0.,1,Z0 for computing theta of REKC,,,unstructured/input.f90,891,2,unstructured/resistive_wall.f90(2),源码引用 2 处；主要在 `resistive_wall.f90` 2处。,"unstructured/resistive_wall.f90:101: theta = atan2(z-zzero_rekc, x-rzero_rekc)
unstructured/resistive_wall.f90:165: theta = atan2(z-zzero_rekc, x-rzero_rekc)"
138,ntimemax,ntimemax,&inputnl,Time Step,时间推进,integer,20,1,Total number of timesteps,,,unstructured/input.f90,470,4,unstructured/kprad_test.f90(2); unstructured/newpar.f90(2),"源码引用 4 处；主要在 `kprad_test.f90` 2处, `newpar.f90` 2处。","unstructured/kprad_test.f90:18: ntimemax = 100
unstructured/kprad_test.f90:38: do ntime=1, ntimemax
unstructured/newpar.f90:363: if(ntimemax.le.ntime) call safestop(0)
unstructured/newpar.f90:371: do ntime=ntime+1,ntimemax"
139,integrator,integrator,&inputnl,Time Step,时间推进,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,时间离散选择：0 为 theta/Crank-Nicolson 家族；1 为 BDF2，且程序把 `thimp` 强制为 1，首步使用一阶隐式启动。,,unstructured/input.f90,472,6,unstructured/input.f90(1); unstructured/ludef_t.f90(1); unstructured/ludef_t_gpu.f90(1); unstructured/newpar.f90(1); unstructured/output.f90(1); unstructured/time_step.f90(1),"源码引用 6 处；主要在 `input.f90` 1处, `ludef_t.f90` 1处, `ludef_t_gpu.f90` 1处, `newpar.f90` 1处。","unstructured/input.f90:1552: if(integrator.eq.1) then
unstructured/ludef_t.f90:4994: if(integrator.eq.1 .and. ntime.gt.1) then
unstructured/ludef_t_gpu.f90:5650: if(integrator.eq.1 .and. ntime.gt.1) then
unstructured/newpar.f90:556: select case(integrator)
unstructured/output.f90:269: call write_int_attr (root_id, ""integrator"" , integrator, error)
unstructured/time_step.f90:106: .or. (integrator.eq.1 .and. ntime.eq.1) .or. meshAdapted .eq. 1) then"
140,isplitstep,isplitstep,&inputnl,Time Step,时间推进,integer,1,1,0: Unsplit time step;  1: Split time step,,,unstructured/input.f90,473,57,unstructured/ludef_t.f90(17); unstructured/ludef_t_gpu.f90(15); unstructured/input.f90(11); unstructured/time_step.f90(8); unstructured/error_estimate.f90(2); unstructured/particle_com.f90(2); unstructured/particle.f90(1); unstructured/time_step_split.f90(1),"源码引用 57 处；主要在 `ludef_t.f90` 17处, `ludef_t_gpu.f90` 15处, `input.f90` 11处, `time_step.f90` 8处。","unstructured/error_estimate.f90:647: if (isplitstep .eq. 1 .and. .false.) then ! skip
unstructured/error_estimate.f90:765: if (isplitstep .eq. 0 .or. .true.) then
unstructured/input.f90:1428: if(isplitstep.eq.1) then
unstructured/input.f90:1429: if(myrank.eq.0) print *, 'imp_temp=1 not allowed with isplitstep=1'
unstructured/input.f90:1438: if(isplitstep.eq.0 .and. ipressplit.eq.1) then
unstructured/input.f90:1439: if(myrank.eq.0) print *, ""ipressplit=1 not allowed with isplitstep=0""
unstructured/input.f90:1443: if(isplitstep.eq.0 .and. idiff.eq.1) then
unstructured/input.f90:1444: if(myrank.eq.0) print *, ""idiff=1 not allowed with isplitstep=0""
unstructured/input.f90:1479: if(isplitstep.eq.0) then
unstructured/input.f90:1483: print *, 'WARNING: poloidal velocity smoothing not available with isplitstep=0'"
141,iteratephi,iteratephi,&inputnl,Time Step,时间推进,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,分裂推进中，更新密度/输运后再重算一次磁场推进；只用于非线性分裂步，线性模式禁止。,,unstructured/input.f90,475,4,unstructured/input.f90(2); unstructured/time_step_split.f90(1); unstructured/time_step_unsplit.f90(1),"源码引用 4 处；主要在 `input.f90` 2处, `time_step_split.f90` 1处, `time_step_unsplit.f90` 1处。","unstructured/input.f90:1408: if(iteratephi.eq.1) then
unstructured/input.f90:1409: if(myrank.eq.0) print *, ""iteratephi=1 is not allowed with linear=1.""
unstructured/time_step_split.f90:1384: if(iteratephi.eq.1) then
unstructured/time_step_unsplit.f90:327: if(linear.eq.0 .and. iteratephi.eq.0) call clear_mat(s1_mat)"
142,imp_mod,imp_mod,&inputnl,Time Step,时间推进,integer,1,1,Type of split step.  0: Standard;  1: Caramana,源码当前默认 1。0: standard/theta implicit；1: Caramana split-step 形式。 运行时默认：`isplitstep=0` 时校验阶段强制 `imp_mod=0`。,,unstructured/input.f90,476,20,unstructured/ludef_t.f90(9); unstructured/ludef_t_gpu.f90(9); unstructured/electrostatic_potential.f90(1); unstructured/input.f90(1),"源码引用 20 处；主要在 `ludef_t.f90` 9处, `ludef_t_gpu.f90` 9处, `electrostatic_potential.f90` 1处, `input.f90` 1处。","unstructured/electrostatic_potential.f90:599: if(imp_mod.eq.0) then
unstructured/input.f90:1480: imp_mod = 0
unstructured/ludef_t.f90:43: select case(imp_mod)
unstructured/ludef_t.f90:705: select case(imp_mod)
unstructured/ludef_t.f90:1274: select case(imp_mod)
unstructured/ludef_t.f90:1908: if(imp_mod.eq.0) then
unstructured/ludef_t.f90:2787: if(imp_mod.eq.0) then
unstructured/ludef_t.f90:3475: if(imp_mod.eq.0) then
unstructured/ludef_t.f90:4096: if(imp_mod.eq.0) then
unstructured/ludef_t.f90:5904: if(imp_mod.eq.0) then"
143,caramana_fac,caramana_fac,&inputnl,Time Step,时间推进,real,1.,1,Coefficient for the explicit term in Caramana method. 1: Caramana; 0: implicit,,,unstructured/input.f90,478,3,unstructured/ludef_t.f90(3),源码引用 3 处；主要在 `ludef_t.f90` 3处。,"unstructured/ludef_t.f90:47: ththm = -bdf*thimp**2*caramana_fac
unstructured/ludef_t.f90:709: ththm = -bdf*thimp**2*caramana_fac
unstructured/ludef_t.f90:1278: ththm = -bdf*thimp**2*caramana_fac"
144,idiff,idiff,&inputnl,Time Step,时间推进,integer,0,1,"only solve for difference in B,p",,,unstructured/input.f90,480,48,unstructured/model.f90(14); unstructured/ludef_t.f90(13); unstructured/ludef_t_gpu.f90(13); unstructured/time_step_split.f90(5); unstructured/input.f90(2); unstructured/kprad_m3dc1.f90(1),"源码引用 48 处；主要在 `model.f90` 14处, `ludef_t.f90` 13处, `ludef_t_gpu.f90` 13处, `time_step_split.f90` 5处。","unstructured/input.f90:1443: if(isplitstep.eq.0 .and. idiff.eq.1) then
unstructured/input.f90:1444: if(myrank.eq.0) print *, ""idiff=1 not allowed with isplitstep=0""
unstructured/kprad_m3dc1.f90:258: if(idiff .gt. 0) then
unstructured/ludef_t.f90:5560: if(idiff .gt. 0) dd(:,:,psi_g) = dd(:,:,psi_g) - ss(:,:,psi_g)
unstructured/ludef_t.f90:5566: if(idiff .gt. 0) dd(:,:,e_g) = dd(:,:,e_g) - ss(:,:,e_g)
unstructured/ludef_t.f90:5571: if(idiff .gt. 0) dd(:,:,bz_g) = dd(:,:,bz_g) - ss(:,:,bz_g)
unstructured/ludef_t.f90:5581: if(idiff .gt. 0) dd(:,:,p_g) = dd(:,:,p_g) - ss(:,:,p_g)
unstructured/ludef_t.f90:5585: if(idiff .gt. 0) dd(:,:,pe_g) = dd(:,:,pe_g) - ss(:,:,pe_g)
unstructured/ludef_t.f90:5601: if(imp_bf.eq.1 .and. idiff .gt. 0) q_bf(:,:) = q_bf(:,:) - r_bf(:,:)
unstructured/ludef_t.f90:5781: if(idiff .gt. 0) dd(:,:, p_g) = dd(:,:, p_g) - ss(:,:, p_g)"
145,idifv,idifv,&inputnl,Time Step,时间推进,integer,0,1,only solve for difference in v,,,unstructured/input.f90,481,7,unstructured/ludef_t.f90(3); unstructured/ludef_t_gpu.f90(3); unstructured/time_step_split.f90(1),"源码引用 7 处；主要在 `ludef_t.f90` 3处, `ludef_t_gpu.f90` 3处, `time_step_split.f90` 1处。","unstructured/ludef_t.f90:5272: if(idifv .gt. 0) dd(:,:, u_g) = dd(:,:, u_g) - ss(:,:, u_g)
unstructured/ludef_t.f90:5301: if(idifv .gt. 0) dd(:,:, vz_g) = dd(:,:, vz_g) - ss(:,:, vz_g)
unstructured/ludef_t.f90:5307: if(idifv .gt. 0) dd(:,:, chi_g) = dd(:,:, chi_g) - ss(:,:, chi_g)
unstructured/ludef_t_gpu.f90:5992: if(idifv .gt. 0) dd(:,:, u_g) = dd(:,:, u_g) - ss(:,:, u_g)
unstructured/ludef_t_gpu.f90:6021: if(idifv .gt. 0) dd(:,:, vz_g) = dd(:,:, vz_g) - ss(:,:, vz_g)
unstructured/ludef_t_gpu.f90:6027: if(idifv .gt. 0) dd(:,:, chi_g) = dd(:,:, chi_g) - ss(:,:, chi_g)
unstructured/time_step_split.f90:899: if(idifv .gt.0) then"
146,irecalc_eta,irecalc_eta,&inputnl,Time Step,时间推进,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,分裂步密度求解后重新计算输运系数，使电阻率等使用更新后的密度/温度。,,unstructured/input.f90,482,2,unstructured/time_step_split.f90(2),源码引用 2 处；主要在 `time_step_split.f90` 2处。,"unstructured/time_step_split.f90:991: if(irecalc_eta.eq.1) then
unstructured/time_step_split.f90:1072: if(irecalc_eta.eq.1) then"
147,iconst_eta,iconst_eta,&inputnl,Time Step,时间推进,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,1 时冻结初始电阻率场，不随温度/密度演化重新构造。,,unstructured/input.f90,483,0,,未发现除注册/声明外的源码引用；可能是废弃参数、条件编译路径参数，或仅由外部工具/库间接使用。,
148,itime_independent,itime_independent,&inputnl,Time Step,时间推进,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,线性模式下去掉普通时间导数并求频域/稳态响应；程序同时令 `thimp=1`，`frequency` 给出复频率。,,unstructured/input.f90,484,45,unstructured/ludef_t.f90(22); unstructured/ludef_t_gpu.f90(19); unstructured/input.f90(2); unstructured/output.f90(1); unstructured/time_step_unsplit.f90(1),"源码引用 45 处；主要在 `ludef_t.f90` 22处, `ludef_t_gpu.f90` 19处, `input.f90` 2处, `output.f90` 1处。","unstructured/input.f90:1556: if(itime_independent.eq.1) then
unstructured/input.f90:1561: print *, 'itime_independent=1 only available when linear=1'
unstructured/ludef_t.f90:54: if(itime_independent.eq.1) then
unstructured/ludef_t.f90:107: if(itime_independent.eq.0) ddterm(:,u_g) = ddterm(:,u_g) + tempx*bdf
unstructured/ludef_t.f90:112: if(itime_independent.eq.0) ddterm(:,chi_g) = ddterm(:,chi_g) + tempx*bdf
unstructured/ludef_t.f90:722: if(itime_independent.eq.1) then
unstructured/ludef_t.f90:769: if(itime_independent.eq.0) ddterm(:,vz_g) = ddterm(:,vz_g) + tempx*bdf
unstructured/ludef_t.f90:1291: if(itime_independent.eq.1) then
unstructured/ludef_t.f90:1353: if(itime_independent.eq.0) ddterm(:,u_g) = ddterm(:,u_g) + tempx*bdf
unstructured/ludef_t.f90:1357: if(itime_independent.eq.0) ddterm(:,chi_g) = ddterm(:,chi_g) + tempx*bdf"
149,thimp,thimp,&inputnl,Time Step,时间推进,real,0.5,1,Implicitness of timestep (.5<thimp<1),,,unstructured/input.f90,485,445,unstructured/ludef_t.f90(310); unstructured/ludef_t_gpu.f90(113); unstructured/kprad_m3dc1.f90(16); unstructured/input.f90(3); unstructured/electrostatic_potential.f90(1); unstructured/hypervisc.f90(1); unstructured/output.f90(1),"源码引用 445 处；主要在 `ludef_t.f90` 310处, `ludef_t_gpu.f90` 113处, `kprad_m3dc1.f90` 16处, `input.f90` 3处。","unstructured/electrostatic_potential.f90:597: thimp_e = thimp
unstructured/hypervisc.f90:54: thimp_sm = thimp
unstructured/input.f90:486: ""Implicitness of timestep (.5<thimp<1)"", time_grp)
unstructured/input.f90:1553: thimp = 1.
unstructured/input.f90:1557: thimp = 1.
unstructured/kprad_m3dc1.f90:327: ssterm(:,j) = ssterm(:,j) - thimp *dti*tempx
unstructured/kprad_m3dc1.f90:328: ddterm(:,j) = ddterm(:,j) + (1.-thimp)*dti*tempx
unstructured/kprad_m3dc1.f90:331: ssterm(:,j) = ssterm(:,j) - thimp *dti*tempx
unstructured/kprad_m3dc1.f90:332: ddterm(:,j) = ddterm(:,j) + (1.-thimp)*dti*tempx
unstructured/kprad_m3dc1.f90:340: ssterm(:,j) = ssterm(:,j) - thimp *dti*tempx"
150,thimpsm,thimpsm,&inputnl,Time Step,时间推进,real,1.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,平滑器/辅助隐式项使用的 theta 权重，与主时间离散的 `thimp` 分开。,,unstructured/input.f90,487,2,unstructured/newvar.f90(2),源码引用 2 处；主要在 `newvar.f90` 2处。,"unstructured/newvar.f90:251: temp(:,:,1,2) = -thimpsm*intxx2(mu79(:,:,OP_1),nu79(:,:,OP_GS))
unstructured/newvar.f90:255: temp(:,:,1,2) = (1.-thimpsm)*&"
151,harned_mikic,harned_mikic,&inputnl,Time Step,时间推进,real,0.,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,二场模型的 Harned-Mikic 数值稳定项系数；0 关闭，非零时抑制特定高速/高频耦合。,,unstructured/input.f90,488,10,unstructured/harned_mikic.f90(8); unstructured/ludef_t.f90(2),"源码引用 10 处；主要在 `harned_mikic.f90` 8处, `ludef_t.f90` 2处。","unstructured/harned_mikic.f90:18: db.eq.0. .or. harned_mikic.eq.0.) then
unstructured/harned_mikic.f90:23: psiterm = -db**2*harned_mikic*b1hm(trial,lin,ni79,bzt79,bzt79)
unstructured/harned_mikic.f90:90: bterm = bterm*db**2*harned_mikic
unstructured/harned_mikic.f90:91: psiterm = psiterm*db**2*harned_mikic
unstructured/harned_mikic.f90:108: db.eq.0. .or. harned_mikic.eq.0.) then
unstructured/harned_mikic.f90:113: bterm = -db**2*harned_mikic*b2hm(trial,lin,ni79,bzt79,bzt79)
unstructured/harned_mikic.f90:245: bterm = bterm*db**2*harned_mikic
unstructured/harned_mikic.f90:246: psiterm = psiterm*db**2*harned_mikic
unstructured/ludef_t.f90:2661: if(itwofluid.eq.1 .and. harned_mikic.ne.0) then
unstructured/ludef_t.f90:3362: if(itwofluid.eq.1 .and. harned_mikic.ne.0) then"
152,isources,isources,&inputnl,Time Step,时间推进,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,1 时把粒子注入等源项导致的动量修正放入速度推进；要求计算标量诊断以取得所需全局量。,,unstructured/input.f90,489,2,unstructured/input.f90(2),源码引用 2 处；主要在 `input.f90` 2处。,"unstructured/input.f90:1521: if(isources.eq.1) then
unstructured/input.f90:1522: if(myrank.eq.0) print *, 'ERROR: isources=1 requires icalcscalars=1'"
153,nskip,nskip,&inputnl,Time Step,时间推进,integer,1,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,有限元系统矩阵重建的时间步间隔；1 每步重建，较大值在系数变化慢时复用矩阵。,,unstructured/input.f90,490,1,unstructured/time_step.f90(1),源码引用 1 处；主要在 `time_step.f90` 1处。,"unstructured/time_step.f90:105: .or. (linear.eq.0 .and. mod(ntime,nskip).eq.0) &"
154,pskip,pskip,&inputnl,Time Step,时间推进,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,源码当前默认 0；官方文档写 1。控制预条件器重算/复用相关周期。,,unstructured/input.f90,491,4,unstructured/time_step_split.f90(4),源码引用 4 处；主要在 `time_step_split.f90` 4处。,"unstructured/time_step_split.f90:476: if(mod(ntime,pskip)==0) then
unstructured/time_step_split.f90:484: if(pskip==0) then
unstructured/time_step_split.f90:488: else if(pskip==1) then
unstructured/time_step_split.f90:499: if(mod(ntime,pskip)==0) then"
